iter	RMSE
186	0.01847530206
187	0.01847429984
188	0.01847393953
189	0.01847276343
190	0.01847219644
191	0.01847121712
192	0.01847011101
193	0.01846885436
194	0.01846820138
195	0.01846727797
196	0.01846437728
197	0.01846209081
198	0.01846125066
199	0.0184593326
200	0.01845852988
201	0.01845646981
202	0.01845486462
203	0.01845251478
204	0.01845090333
205	0.01844941521
206	0.01844820803
207	0.01844620318
208	0.0184456942
209	0.01844487329
210	0.018442374
211	0.01844092395
212	0.018439106
213	0.0184379149
214	0.01843597684
215	0.0184347719
216	0.01843316598
217	0.01843192649
218	0.01843107071
219	0.01842886881
220	0.01842755035
221	0.01842647168
222	0.01842465056
223	0.01842295204
224	0.01842222524
225	0.0184201269
226	0.01841858893
227	0.01841662847
228	0.01841566919
229	0.01841439113
230	0.01841118886
231	0.0184098412
232	0.01840839031
233	0.01840622975
234	0.01840434413
235	0.01840359277
236	0.01840282151
237	0.01840058192
238	0.01839751591
239	0.01839637647
240	0.01839533781
241	0.01839321047
242	0.01839248378
243	0.0183911768
244	0.01838819411
245	0.01838611934
246	0.01838467812
247	0.01838317107
248	0.01838074496
249	0.01838005934
250	0.01837801613
251	0.01837719005
252	0.01837580538
253	0.01837454264
254	0.01837303452
255	0.01837239876
256	0.01837160836
257	0.01836978982
258	0.01836837091
259	0.01836641082
260	0.01836506015
261	0.01836298521
262	0.01836075006
263	0.01836060169
264	0.01835833694
265	0.01835599202
266	0.01835518626
267	0.01835448146
268	0.01835180419
269	0.01835100159
270	0.01834960755
271	0.01834737836
272	0.01834532911
273	0.01834458654
274	0.01834328202
275	0.0183421597
276	0.0183412421
277	0.0183395706
278	0.01833831407
279	0.01833731106
280	0.01833543137
281	0.01833363947
282	0.01833231248
283	0.01833115863
284	0.01832948218
285	0.01832802243
286	0.01832687467
287	0.01832567687
288	0.01832525586
289	0.01832445826
290	0.01832351332
291	0.01832206047
292	0.01831977218
293	0.01831858232
294	0.01831703032
295	0.01831582708
296	0.01831474494
297	0.01831290149
298	0.01831189594
299	0.01831027151
300	0.01830825514
301	0.01830647121
302	0.01830478154
303	0.01830246699
304	0.01830158041
305	0.01830120368
306	0.01830065327
307	0.0182995067
308	0.01829772462
309	0.01829751493
310	0.01829547729
311	0.01829396828
312	0.01829250285
313	0.01829159161
314	0.01829012639
315	0.0182888154
316	0.01828633281
317	0.0182848774
318	0.01828306452
319	0.01828197107
320	0.01828069223
321	0.01827975495
322	0.01827800454
323	0.01827531171
324	0.01827345211
325	0.01827281647
326	0.01827135289
327	0.01826996484
328	0.01826849419
329	0.01826685406
330	0.0182646153
331	0.01826379045
332	0.0182613883
333	0.01826033574
334	0.01825948699
335	0.01825854348
336	0.01825654557
337	0.01825524678
338	0.01825388801
339	0.01825229973
340	0.01825176692
341	0.0182510396
342	0.01824967193
343	0.0182478617
344	0.01824578186
345	0.01824468179
346	0.01824262729
347	0.01824181335
348	0.01824068983
349	0.01823958122
350	0.01823760685
351	0.01823654109
352	0.01823459162
353	0.01823354498
354	0.01823242693
355	0.01823011125
356	0.01822983332
357	0.01822927933
358	0.01822870411
359	0.01822644236
360	0.0182255999
361	0.01822462375
362	0.01822224218
363	0.01822097846
364	0.01821949951
365	0.01821846057
366	0.01821751325
367	0.01821563711
368	0.01821542964
369	0.01821456453
370	0.01821370633
371	0.01821248931
372	0.01821135642
373	0.01821008712
374	0.01820932404
375	0.0182078699
376	0.01820745932
377	0.01820642215
378	0.0182045044
379	0.01820298683
380	0.01820241454
381	0.01820208507
382	0.01820033809
383	0.01819904614
384	0.01819727424
385	0.01819535071
386	0.01819403695
387	0.01819210901
388	0.01818986768
389	0.01818904709
390	0.01818795999
391	0.01818693671
392	0.01818530007
393	0.01818440914
394	0.01818339184
395	0.01818183435
396	0.01818125437
397	0.01818053511
398	0.01818031584
399	0.0181798199
400	0.01817790016
401	0.01817619552
402	0.01817484094
403	0.01817406284
404	0.01817284235
405	0.01817183661
406	0.01817127368
407	0.01816996652
408	0.01816879314
409	0.01816774556
410	0.0181669553
411	0.01816623615
412	0.01816532052
413	0.01816407269
414	0.01816320373
415	0.01816168743
416	0.01816089443
417	0.01815972534
418	0.0181581903
419	0.018155958
420	0.01815573835
421	0.0181547692
422	0.01815390146
423	0.01815303053
424	0.01815292517
425	0.01815195412
426	0.01815027752
427	0.01814871308
428	0.01814710709
429	0.01814576138
430	0.01814421366
431	0.0181420165
432	0.01814152285
433	0.01814077896
434	0.01813954407
435	0.01813903468
436	0.01813828215
437	0.01813719577
438	0.01813563925
439	0.01813452172
440	0.01813215288
441	0.01813161795
442	0.01813059264
443	0.01813014055
444	0.01812922533
445	0.01812811038
446	0.01812669215
447	0.01812613425
448	0.01812388979
449	0.01812243641
450	0.01812186604
451	0.01812082396
452	0.01812014255
453	0.01811897641
454	0.01811700557
455	0.01811589497
456	0.01811564515
457	0.0181138686
458	0.01811268236
459	0.0181109668
460	0.0181107691
461	0.01810976623
462	0.01810915204
463	0.0181086726
464	0.01810753874
465	0.01810543142
466	0.0181045774
467	0.0181036623
468	0.0181021463
469	0.01810085949
470	0.01809966966
471	0.01809861138
472	0.01809707603
473	0.01809657789
474	0.01809608
475	0.01809471111
476	0.01809365034
477	0.01809306941
478	0.0180917862
479	0.01809036446
480	0.0180894614
481	0.01808928647
482	0.01808903834
483	0.01808816185
484	0.01808711012
485	0.01808544075
486	0.01808419515
487	0.01808332248
488	0.01808186915
489	0.01807981472
490	0.0180797571
491	0.01807871759
492	0.01807686396
493	0.01807630313
494	0.01807583028
495	0.01807410525
496	0.01807309928
497	0.01807209951
498	0.01807106321
499	0.01806956105
500	0.01806831192
501	0.01806716532
502	0.01806526404
503	0.01806492486
504	0.01806376502
505	0.01806156104
506	0.01806043754
507	0.01805923797
508	0.01805763865
509	0.01805642014
510	0.01805449164
511	0.01805335514
512	0.01805204112
513	0.01805075816
514	0.01804942791
515	0.01804787181
516	0.01804667039
517	0.01804532157
518	0.01804372891
519	0.01804217398
520	0.01804061395
521	0.01803945205
522	0.01803799708
523	0.01803694448
524	0.01803507916
525	0.01803457603
526	0.01803350329
527	0.01803196914
528	0.0180297616
529	0.01802921082
530	0.01802787908
531	0.01802688368
532	0.01802549435
533	0.01802439346
534	0.01802332592
535	0.01802262979
536	0.01802237057
537	0.01802089565
538	0.01801957456
539	0.01801840331
540	0.01801751274
541	0.01801550173
542	0.0180149991
543	0.01801353483
544	0.01801288964
545	0.01801211498
546	0.0180110383
547	0.01801047216
548	0.01800987517
549	0.01800831397
550	0.01800673966
551	0.01800529558
552	0.01800432093
553	0.01800318023
554	0.0180021353
555	0.01800121138
556	0.01799918848
557	0.01799785887
558	0.01799729392
559	0.01799681139
560	0.01799672948
561	0.01799544364
562	0.01799373234
563	0.01799300326
564	0.0179917979
565	0.01799074671
566	0.01799033043
567	0.01798928545
568	0.01798866251
569	0.01798739023
570	0.01798532978
571	0.01798357371
572	0.01798273244
573	0.01798143545
574	0.01797996629
575	0.01797834529
576	0.01797761994
577	0.01797636275
578	0.01797450847
579	0.01797360039
580	0.01797236587
581	0.01797155334
582	0.01797029721
583	0.0179698164
584	0.01796908198
585	0.01796805645
586	0.01796785176
587	0.01796654447
588	0.0179660353
589	0.0179650639
590	0.01796290718
591	0.01796224093
592	0.01796045489
593	0.01795999086
594	0.01795921477
595	0.01795869861
596	0.01795666103
597	0.01795520877
598	0.01795449056
599	0.01795438592
600	0.01795351204
601	0.01795278121
602	0.01795250786
603	0.01795089862
604	0.01795030821
605	0.01794955047
606	0.01794766593
607	0.01794636792
608	0.01794579116
609	0.01794431373
610	0.01794311372
611	0.01794229713
612	0.01794222696
613	0.0179416006
614	0.01794068129
615	0.01793922378
616	0.01793862305
617	0.01793719521
618	0.01793612448
619	0.01793345812
620	0.01793144716
621	0.01793027275
622	0.01792954158
623	0.01792802097
624	0.01792678044
625	0.01792654318
626	0.01792436161
627	0.01792293914
628	0.01792127444
629	0.01791914371
630	0.01791843384
631	0.01791769598
632	0.01791656784
633	0.01791612001
634	0.01791475217
635	0.01791407989
636	0.0179125237
637	0.01791142991
638	0.01790964371
639	0.01790905946
640	0.01790740802
641	0.01790632042
642	0.01790474446
643	0.01790434178
644	0.01790429809
645	0.01790336296
646	0.01790257265
647	0.01790173519
648	0.01790086702
649	0.01789916173
650	0.01789824417
651	0.01789654644
652	0.0178965271
653	0.01789514574
654	0.01789506161
655	0.01789471207
656	0.01789441107
657	0.01789406995
658	0.01789317867
659	0.01789218128
660	0.0178909839
661	0.01788918243
662	0.01788884541
663	0.01788817525
664	0.01788769421
665	0.01788621489
666	0.01788396818
667	0.01788361076
668	0.01788162956
669	0.01788020608
670	0.017878451
671	0.01787634259
672	0.01787567713
673	0.01787454434
674	0.01787349906
675	0.01787267095
676	0.01787122815
677	0.01786965237
678	0.01786852594
679	0.01786812889
680	0.01786637504
681	0.01786520564
682	0.01786459687
683	0.01786320102
684	0.01786241549
685	0.01786189733
686	0.01786008657
687	0.01785836272
688	0.01785734555
689	0.0178556002
690	0.01785550959
691	0.01785447283
692	0.01785420851
693	0.01785358609
694	0.01785176888
695	0.01784959881
696	0.0178479668
697	0.0178469991
698	0.0178459163
699	0.01784458317
700	0.01784365854
701	0.01784165872
702	0.01784155258
703	0.01784026736
704	0.01783881858
705	0.01783841067
706	0.0178367473
707	0.01783537705
708	0.01783452724
709	0.01783393543
710	0.01783386545
711	0.01783299729
712	0.01783144744
713	0.01783041043
714	0.01782940336
715	0.01782832317
716	0.01782770218
717	0.01782595628
718	0.01782458892
719	0.01782426
720	0.01782352931
721	0.01782223899
722	0.01782196738
723	0.01782157409
724	0.01782114697
725	0.01781983654
726	0.0178186608
727	0.01781825104
728	0.01781742286
729	0.01781673323
730	0.01781557023
731	0.01781411687
732	0.01781312436
733	0.01781202459
734	0.01781069252
735	0.01780991333
736	0.01780916167
737	0.01780868804
738	0.01780811326
739	0.01780716837
740	0.0178062165
741	0.01780538268
742	0.01780300758
743	0.01780234308
744	0.01780155957
745	0.01780154037
746	0.01779927396
747	0.01779823997
748	0.01779675548
749	0.0177954346
750	0.01779405038
751	0.0177924844
752	0.01779148894
753	0.01779045843
754	0.01778960585
755	0.01778944776
756	0.01778922213
757	0.01778831066
758	0.01778780238
759	0.01778614677
760	0.01778587975
761	0.01778446916
762	0.01778297344
763	0.01778152333
764	0.01777955993
765	0.01777818492
766	0.01777756723
767	0.01777641568
768	0.01777498523
769	0.01777469925
770	0.01777468605
771	0.01777348739
772	0.01777228077
773	0.01777109957
774	0.01777014809
775	0.01776879007
776	0.01776706946
777	0.01776618294
778	0.01776433062
779	0.01776334908
780	0.0177623496
781	0.01776143561
782	0.01776092357
783	0.0177600529
784	0.01775859133
785	0.01775789818
786	0.01775734652
787	0.01775517815
788	0.01775340058
789	0.01775215308
790	0.01775140367
791	0.01775026724
792	0.0177492371
793	0.01774790001
794	0.01774688934
795	0.01774555952
796	0.01774383097
797	0.01774274225
798	0.01774056162
799	0.01774054848
800	0.01773952816
801	0.01773775796
802	0.01773774734
803	0.01773662979
804	0.01773498474
805	0.01773347734
806	0.0177331126
807	0.01773219032
808	0.01773086609
809	0.01773040865
810	0.01772854974
811	0.01772789359
812	0.01772675402
813	0.01772674094
814	0.01772623133
815	0.0177261431
816	0.01772472647
817	0.01772410447
818	0.01772361065
819	0.01772311424
820	0.01772142963
821	0.01772056987
822	0.01771967535
823	0.01771965486
824	0.01771841089
825	0.0177176129
826	0.01771633623
827	0.01771575812
828	0.01771432852
829	0.01771345853
830	0.01771289101
831	0.01771227974
832	0.01771189622
833	0.01771092291
834	0.01771090629
835	0.01770978068
836	0.01770944181
837	0.01770797878
838	0.01770656317
839	0.01770560456
840	0.01770405355
841	0.01770335973
842	0.01770257277
843	0.01770109819
844	0.01770027338
845	0.01769870857
846	0.01769864011
847	0.01769793956
848	0.01769691516
849	0.01769539135
850	0.01769403818
851	0.01769279131
852	0.01769160349
853	0.01768987492
854	0.01768847459
855	0.01768776488
856	0.01768686458
857	0.01768612096
858	0.01768437066
859	0.01768352673
860	0.01768153846
861	0.01768014663
862	0.01767919957
863	0.01767745136
864	0.01767608907
865	0.01767428417
866	0.01767266582
867	0.01767086301
868	0.01767027301
869	0.01766971463
870	0.01766849461
871	0.017666881
872	0.01766638827
873	0.01766562821
874	0.01766444688
875	0.01766386103
876	0.01766290733
877	0.0176624811
878	0.01766148221
879	0.01766063502
880	0.01765955753
881	0.01765841764
882	0.01765701292
883	0.01765559258
884	0.01765450336
885	0.01765321049
886	0.01765206738
887	0.01765091985
888	0.01764990549
889	0.01764870166
890	0.01764778453
891	0.01764561056
892	0.01764470549
893	0.01764284072
894	0.01764135674
895	0.01764035696
896	0.01763981235
897	0.01763946824
898	0.01763798735
899	0.01763704748
900	0.0176359542
901	0.01763509857
902	0.01763392264
903	0.01763256271
904	0.01763217781
905	0.01763138881
906	0.01762997975
907	0.01762968386
908	0.01762840085
909	0.01762702956
910	0.01762545536
911	0.01762421037
912	0.01762315094
913	0.01762166243
914	0.01762165395
915	0.01762087085
916	0.01761987773
917	0.01761851541
918	0.01761775098
919	0.01761713671
920	0.01761646438
921	0.01761590549
922	0.01761513026
923	0.01761467077
924	0.01761290351
925	0.01761096402
926	0.01760997319
927	0.01760880762
928	0.01760788593
929	0.01760762619
930	0.01760760595
931	0.01760633954
932	0.01760501021
933	0.01760261014
934	0.01760176482
935	0.01760083174
936	0.0175989832
937	0.01759815929
938	0.01759724599
939	0.01759511195
940	0.01759495292
941	0.01759363873
942	0.01759309934
943	0.0175919855
944	0.01759039162
945	0.01758984612
946	0.01758941464
947	0.01758810578
948	0.01758712468
949	0.01758552245
950	0.01758463714
951	0.0175822848
952	0.01758145678
953	0.01758144754
954	0.01758143871
955	0.01758070969
956	0.0175802297
957	0.01757805245
958	0.01757678082
959	0.01757576826
960	0.01757566011
961	0.01757534472
962	0.01757436469
963	0.01757275729
964	0.01757275188
965	0.01757177423
966	0.01757027681
967	0.01756891897
968	0.01756777769
969	0.01756625446
970	0.01756551359
971	0.01756462428
972	0.01756357528
973	0.01756222816
974	0.01756188701
975	0.0175612591
976	0.01756061352
977	0.0175596397
978	0.01755758389
979	0.01755613002
980	0.01755451446
981	0.01755380037
982	0.01755228216
983	0.0175507049
984	0.01754970761
985	0.01754814592
986	0.01754670543
987	0.01754544458
988	0.01754425325
989	0.0175427736
990	0.01754233869
991	0.01754181372
992	0.01754080866
993	0.01754071022
994	0.01754037545
995	0.01753928665
996	0.01753927673
997	0.01753864371
998	0.01753794198
999	0.01753707335
2
8393
